Date,Country,City,Specie,count,min,max,median,variance
08-07-2021,CA,Hamilton,no2,94,0.8,19.9,7.2,253.93
30-08-2021,CA,Hamilton,no2,84,0.2,16.3,3.2,89.54
05-09-2021,CA,Hamilton,no2,93,0.1,9.7,2.5,34.41
01-11-2021,CA,Hamilton,no2,83,0.2,10.5,3.5,57.74
11-05-2021,CA,Hamilton,no2,94,0.1,14.1,4.9,87.26
28-06-2021,CA,Hamilton,no2,90,0.4,12.6,3.6,78.77
18-07-2021,CA,Hamilton,no2,96,0.6,51.2,5.4,1213.32
21-07-2021,CA,Hamilton,no2,90,0.2,5.5,2.7,9.64
19-08-2021,CA,Hamilton,no2,96,0.1,16,4.8,78.09
17-09-2021,CA,Hamilton,no2,96,0.7,33.9,12.4,465.95
03-01-2021,CA,Hamilton,no2,96,1.6,18.2,8.1,173.44
14-03-2021,CA,Hamilton,no2,82,0.1,17.6,3,129.74
17-04-2021,CA,Hamilton,no2,94,0.4,20.5,5.2,136.46
29-06-2021,CA,Hamilton,no2,96,0.2,13,4.4,89.89
06-04-2021,CA,Hamilton,no2,95,2.4,36.9,21.5,846.08
01-09-2021,CA,Hamilton,no2,95,1.4,13.7,4.9,102.36
02-01-2021,CA,Hamilton,no2,96,2.3,16.2,6,100.91
08-02-2021,CA,Hamilton,no2,94,3.3,21.7,9.9,219.11
27-02-2021,CA,Hamilton,no2,96,1.7,41.2,8.5,1455.74
07-05-2021,CA,Hamilton,no2,96,0.6,30.2,7.9,297.15
24-11-2021,CA,Hamilton,no2,96,2.7,31.2,9.1,613.05
20-01-2021,CA,Hamilton,no2,96,2,17.5,6.9,85.8
22-01-2021,CA,Hamilton,no2,96,1.3,16.8,5.4,90
02-03-2021,CA,Hamilton,no2,94,0.2,24.2,5.1,154.55
13-08-2021,CA,Hamilton,no2,95,0.2,10.1,3.9,45.6
03-06-2021,CA,Hamilton,no2,96,0.5,31.3,5.9,716.03
08-01-2021,CA,Hamilton,no2,88,5.5,33.8,11.4,606.48
31-01-2021,CA,Hamilton,no2,96,1.1,34.5,6.8,449.18
21-02-2021,CA,Hamilton,no2,96,5.4,28,10.9,253.44
11-04-2021,CA,Hamilton,no2,94,1.7,34.3,18.9,831.14
22-04-2021,CA,Hamilton,no2,94,0.1,22.8,5.2,158.68
09-05-2021,CA,Hamilton,no2,96,1.1,19.6,8.9,206.53
15-05-2021,CA,Hamilton,no2,96,0.6,30.8,7.5,401.63
19-06-2021,CA,Hamilton,no2,96,1.2,15.2,4.3,73.9
31-08-2021,CA,Hamilton,no2,96,1.3,16.6,4.2,86.16
27-09-2021,CA,Hamilton,no2,92,0.6,10,4.4,56.32
28-09-2021,CA,Hamilton,no2,96,0.1,19,5.6,124.4
25-11-2021,CA,Hamilton,no2,95,1.5,16,7.4,140.23
02-04-2021,CA,Hamilton,no2,88,0.5,24.3,4.2,244.24
05-05-2021,CA,Hamilton,no2,92,1.3,17.2,4.2,134.92
25-05-2021,CA,Hamilton,no2,96,0.7,27.6,5.7,523.88
14-11-2021,CA,Hamilton,no2,96,0.6,13.9,3.8,94.6
15-11-2021,CA,Hamilton,no2,92,0.4,10.5,5,56.99
21-01-2021,CA,Hamilton,no2,96,2.5,10.3,6.3,35
21-11-2021,CA,Hamilton,no2,95,1,22.3,8.1,362.64
04-06-2021,CA,Hamilton,no2,96,0.7,12.2,5,85.22
25-07-2021,CA,Hamilton,no2,96,0.1,7.6,2.5,29.6
12-08-2021,CA,Hamilton,no2,91,0.1,17.5,2.8,95.19
20-11-2021,CA,Hamilton,no2,95,0.8,30.3,7.6,540.93
06-12-2021,CA,Hamilton,no2,91,0.1,25.4,4.2,279.59
24-01-2021,CA,Hamilton,no2,96,1.3,13.2,5.6,74.75
13-04-2021,CA,Hamilton,no2,95,1.3,32.9,11,661.46
15-04-2021,CA,Hamilton,no2,94,0.5,16.9,4.8,122.85
20-06-2021,CA,Hamilton,no2,96,2.1,30,8.9,336.78
02-07-2021,CA,Hamilton,no2,96,0.9,12.2,3,61.38
29-08-2021,CA,Hamilton,no2,88,0.1,16.4,2.7,67.08
03-11-2021,CA,Hamilton,no2,95,0.4,19.8,4.4,153.08
02-02-2021,CA,Hamilton,no2,96,2.1,16,7.3,95.69
19-02-2021,CA,Hamilton,no2,96,2.5,21.8,13.4,200
23-04-2021,CA,Hamilton,no2,95,1.3,24.3,6.3,167.31
27-06-2021,CA,Hamilton,no2,92,0.1,7.5,2,17.68
11-11-2021,CA,Hamilton,no2,96,1.9,31,14.5,651.9
13-03-2021,CA,Hamilton,no2,93,0.1,18.3,3.3,102.49
25-04-2021,CA,Hamilton,no2,94,0.3,19.7,3.4,78.33
10-07-2021,CA,Hamilton,no2,96,0.8,20.8,4,100.44
02-11-2021,CA,Hamilton,no2,85,0.7,16.3,5,86.84
31-12-2020,CA,Hamilton,no2,96,1.3,17.9,5.1,183.59
28-08-2021,CA,Hamilton,no2,96,0.7,13.9,6.3,139.44
05-12-2021,CA,Hamilton,no2,84,1.5,21.4,7.4,220.02
05-01-2021,CA,Hamilton,no2,96,5,27.4,16.6,307.96
09-03-2021,CA,Hamilton,no2,96,3.3,38.5,15.2,875.46
21-03-2021,CA,Hamilton,no2,94,1.1,41.8,21.3,982.3
26-04-2021,CA,Hamilton,no2,92,0.2,16.8,5.9,135.06
24-05-2021,CA,Hamilton,no2,93,1.5,23.9,8.3,305.27
11-09-2021,CA,Hamilton,no2,95,0.2,13.6,2.6,85.66
08-11-2021,CA,Hamilton,no2,92,1.5,22.5,8.3,273.46
30-06-2021,CA,Hamilton,no2,96,0.2,11.3,3.4,61.42
17-08-2021,CA,Hamilton,no2,86,0.2,23.8,6.6,306.15
19-11-2021,CA,Hamilton,no2,94,0.3,21.3,3.7,252.33
11-02-2021,CA,Hamilton,no2,96,2.6,24.1,10,155.42
16-05-2021,CA,Hamilton,no2,95,0.5,44.2,15.2,705.65
26-05-2021,CA,Hamilton,no2,96,0.8,12.6,4.2,77.16
16-06-2021,CA,Hamilton,no2,92,0.5,16.7,4,99.07
14-08-2021,CA,Hamilton,no2,96,0.5,11.8,2.3,29.99
04-09-2021,CA,Hamilton,no2,96,0.3,12.9,6,116.53
10-04-2021,CA,Hamilton,no2,95,2,32.5,19.1,758.53
08-05-2021,CA,Hamilton,no2,96,0.3,26.2,5.7,512.18
15-09-2021,CA,Hamilton,no2,95,0.1,22.2,3.7,232.21
30-10-2021,CA,Hamilton,no2,96,0.9,14,5.6,128.37
28-03-2021,CA,Hamilton,no2,73,0.4,17.5,6,199.53
27-05-2021,CA,Hamilton,no2,96,1.1,25.3,5.8,238.44
21-09-2021,CA,Hamilton,no2,96,0.4,15.1,3.2,109.32
05-11-2021,CA,Hamilton,no2,68,1.9,25.3,12.3,285.1
01-03-2021,CA,Hamilton,no2,93,0.6,16.3,5,131.74
28-07-2021,CA,Hamilton,no2,95,1.2,19.2,6.3,151.83
15-08-2021,CA,Hamilton,no2,87,0.6,10.3,4.2,66.89
23-08-2021,CA,Hamilton,no2,91,0.1,14,4.9,92.71
02-10-2021,CA,Hamilton,no2,96,0.1,9.2,3.1,38.34
10-11-2021,CA,Hamilton,no2,96,1.8,31.3,9.5,471.11
23-02-2021,CA,Hamilton,no2,96,2.9,18.5,6.6,126.57
15-03-2021,CA,Hamilton,no2,92,1.2,15.2,7.3,129.71
22-06-2021,CA,Hamilton,no2,96,0.5,20.2,3.3,130.61
12-02-2021,CA,Hamilton,no2,96,6.5,26.2,14.9,242.97
07-08-2021,CA,Hamilton,no2,96,0.1,18.5,3.9,210.9
26-11-2021,CA,Hamilton,no2,84,0.1,7.5,3.8,33.32
26-01-2021,CA,Hamilton,no2,96,1.3,24,8.9,317.73
04-05-2021,CA,Hamilton,no2,95,1.8,31,10.9,595.21
19-03-2021,CA,Hamilton,no2,95,2.9,38.7,7.6,401.14
20-05-2021,CA,Hamilton,no2,96,4.6,48.2,25.5,1228.77
14-04-2021,CA,Hamilton,no2,95,1.2,28.5,7.2,685.29
27-04-2021,CA,Hamilton,no2,95,2.4,29.2,13.3,526.04
30-07-2021,CA,Hamilton,no2,96,0.3,6.6,2.1,15.22
01-12-2021,CA,Hamilton,no2,87,0.6,26.5,6.3,201.12
25-03-2021,CA,Hamilton,no2,94,1.2,33.4,6.4,506.64
19-05-2021,CA,Hamilton,no2,96,1.3,49.5,21.1,1207.28
14-09-2021,CA,Hamilton,no2,96,0.1,23.5,7.5,375.03
03-10-2021,CA,Hamilton,no2,13,1.7,4.1,3.5,6.99
03-03-2021,CA,Hamilton,no2,96,1.4,23,7.5,171.54
18-04-2021,CA,Hamilton,no2,94,0.3,17.4,4.9,132.29
12-05-2021,CA,Hamilton,no2,85,0.4,11.3,3.4,63.67
27-07-2021,CA,Hamilton,no2,96,0.8,24.5,6.8,236.87
21-08-2021,CA,Hamilton,no2,76,1.2,23.2,7.6,247.15
12-09-2021,CA,Hamilton,no2,95,0.2,19.1,3.2,279.39
26-10-2021,CA,Hamilton,no2,24,1.9,5.7,3.2,11.74
31-10-2021,CA,Hamilton,no2,90,0.2,9.6,3.2,38.37
23-01-2021,CA,Hamilton,no2,96,1.2,16.4,4.4,98.13
04-07-2021,CA,Hamilton,no2,96,1.3,16.5,6.3,151.72
18-09-2021,CA,Hamilton,no2,94,0.3,14.1,3.9,68.49
29-11-2021,CA,Hamilton,no2,92,3.3,22,11,191.38
19-07-2021,CA,Hamilton,no2,92,0.3,50.9,5.3,369.04
15-02-2021,CA,Hamilton,no2,94,4.5,21.3,8.8,125.25
28-02-2021,CA,Hamilton,no2,96,3.2,29.1,14.6,472.88
04-03-2021,CA,Hamilton,no2,95,0.1,28.6,5.1,302.87
10-03-2021,CA,Hamilton,no2,93,2.5,38.9,17.3,1243.3
24-03-2021,CA,Hamilton,no2,95,1.8,37.3,21.8,1115.21
21-04-2021,CA,Hamilton,no2,95,0.7,23.8,4.2,135.96
03-07-2021,CA,Hamilton,no2,96,0.3,10.1,3.9,52.47
04-11-2021,CA,Hamilton,no2,96,2.7,22.5,11.5,274.38
30-04-2021,CA,Hamilton,no2,95,0.4,11.6,3.5,53.46
12-06-2021,CA,Hamilton,no2,96,2,28.2,8.1,261.84
14-06-2021,CA,Hamilton,no2,93,0.9,15.1,5.2,94.18
03-09-2021,CA,Hamilton,no2,96,0.9,11,4.6,56.23
07-09-2021,CA,Hamilton,no2,96,0.6,19.2,4.4,198.76
18-11-2021,CA,Hamilton,no2,96,0.2,8.8,3.3,44.04
16-11-2021,CA,Hamilton,no2,96,0.2,32.8,6,803.33
10-01-2021,CA,Hamilton,no2,96,1.6,32.6,12.2,700.49
15-01-2021,CA,Hamilton,no2,96,4.3,25.3,12.6,318.64
10-02-2021,CA,Hamilton,no2,96,2.5,22.7,10.7,238.11
13-05-2021,CA,Hamilton,no2,96,0.5,23.3,5.9,214.61
05-06-2021,CA,Hamilton,no2,96,1.2,8.8,4.2,33.38
15-07-2021,CA,Hamilton,no2,96,0.2,18.2,3.4,92.19
27-08-2021,CA,Hamilton,no2,96,0.7,17.8,5,178.24
17-11-2021,CA,Hamilton,no2,94,0.6,29.4,10,828.73
16-01-2021,CA,Hamilton,no2,96,3,18.6,6.7,115.8
12-04-2021,CA,Hamilton,no2,92,2,31.1,8.9,642.93
21-06-2021,CA,Hamilton,no2,93,0.2,37.5,3.3,305
24-07-2021,CA,Hamilton,no2,96,0.7,23.2,5.3,307.38
02-08-2021,CA,Hamilton,no2,93,0.3,14.1,2.4,52.48
24-08-2021,CA,Hamilton,no2,96,0.2,18.7,6.2,160.23
06-09-2021,CA,Hamilton,no2,91,0.2,9.9,2.5,39.67
14-01-2021,CA,Hamilton,no2,96,7.3,26.6,18,260.01
18-01-2021,CA,Hamilton,no2,94,3.5,17.6,8.6,122.83
14-02-2021,CA,Hamilton,no2,96,3.8,32.9,8.4,282.24
27-03-2021,CA,Hamilton,no2,95,1,18.5,7.9,219.04
21-05-2021,CA,Hamilton,no2,96,1,42.9,9.2,1201.42
13-06-2021,CA,Hamilton,no2,96,0.7,28.8,6,448.41
06-02-2021,CA,Hamilton,no2,96,2,20.3,3.9,99.47
11-06-2021,CA,Hamilton,no2,95,2.1,24.9,9,220.29
03-12-2021,CA,Hamilton,no2,95,0.8,17.6,5.6,134.98
09-02-2021,CA,Hamilton,no2,96,3.7,26,12.3,229.88
29-03-2021,CA,Hamilton,no2,80,0.1,20.9,4.4,234.01
10-05-2021,CA,Hamilton,no2,92,0.1,24.4,5.6,221.56
22-07-2021,CA,Hamilton,no2,90,0.6,13.4,4,94.98
22-08-2021,CA,Hamilton,no2,93,0.2,20,6.6,157.2
19-01-2021,CA,Hamilton,no2,96,2.3,17.6,7.1,88.23
20-04-2021,CA,Hamilton,no2,94,0.2,20.6,4.1,139.12
17-05-2021,CA,Hamilton,no2,93,0.8,42.5,15.1,1212.82
11-07-2021,CA,Hamilton,no2,96,1.3,17,7,156.32
23-07-2021,CA,Hamilton,no2,96,1.9,19.1,5.7,197.39
29-07-2021,CA,Hamilton,no2,96,0.3,21.5,4.5,417.33
31-07-2021,CA,Hamilton,no2,96,0.5,11.9,3.2,67.65
12-01-2021,CA,Hamilton,no2,96,3.9,14,7.8,59.78
31-03-2021,CA,Hamilton,no2,95,0.5,20.8,4.6,190.22
07-06-2021,CA,Hamilton,no2,93,0.1,16.3,4.2,114.43
09-06-2021,CA,Hamilton,no2,96,2.5,30.8,9.1,246.29
16-07-2021,CA,Hamilton,no2,96,0.1,24.3,5.3,204.58
23-09-2021,CA,Hamilton,no2,96,0.7,16.7,3.8,137.56
28-12-2020,CA,Hamilton,no2,94,1.6,11.2,4.5,42.34
06-01-2021,CA,Hamilton,no2,96,2.6,19.3,7.1,169.38
01-02-2021,CA,Hamilton,no2,94,1.7,31.9,16.6,543.46
08-06-2021,CA,Hamilton,no2,96,0.6,13.8,5.4,106.24
01-07-2021,CA,Hamilton,no2,96,1.1,14.2,5,75.05
11-08-2021,CA,Hamilton,no2,93,0.1,16.3,3.1,60.62
13-09-2021,CA,Hamilton,no2,92,1.1,15.3,6,104.62
26-09-2021,CA,Hamilton,no2,96,0.3,12,2.9,73.32
22-11-2021,CA,Hamilton,no2,71,0.2,9.1,3.7,46.77
29-12-2020,CA,Hamilton,no2,96,0.8,28.8,4.8,590.78
11-01-2021,CA,Hamilton,no2,94,4.6,34.6,11.5,795.43
17-01-2021,CA,Hamilton,no2,96,3.2,9.8,5.2,20.63
08-03-2021,CA,Hamilton,no2,94,1.8,42,9.8,1212.66
01-06-2021,CA,Hamilton,no2,96,1,19.4,6.3,163.2
14-07-2021,CA,Hamilton,no2,90,0.1,11.6,2.5,68.93
03-02-2021,CA,Hamilton,no2,96,2.1,19.1,6.3,218.66
25-02-2021,CA,Hamilton,no2,96,1.3,22.1,6.3,154.19
03-04-2021,CA,Hamilton,no2,95,1.5,32.5,6.7,514.92
12-07-2021,CA,Hamilton,no2,87,0.9,12.8,4.8,103.03
23-11-2021,CA,Hamilton,no2,96,0.5,29.3,6.3,456.61
17-03-2021,CA,Hamilton,no2,95,3.1,39.9,19.8,748.9
29-05-2021,CA,Hamilton,no2,96,1.2,21.9,7.8,270.33
18-06-2021,CA,Hamilton,no2,96,1.2,21.3,4.9,131.12
05-07-2021,CA,Hamilton,no2,93,0.3,17.5,4.4,228.24
30-01-2021,CA,Hamilton,no2,96,3.7,43.9,18.3,1137.39
24-02-2021,CA,Hamilton,no2,96,2.5,30,8.4,373.25
05-03-2021,CA,Hamilton,no2,95,0.4,32.7,5.7,437.78
16-04-2021,CA,Hamilton,no2,95,0.2,19.6,4.7,222.14
01-05-2021,CA,Hamilton,no2,92,0.2,14.3,3.3,83.31
10-09-2021,CA,Hamilton,no2,96,0.4,13.8,4.3,74.29
14-05-2021,CA,Hamilton,no2,96,0.6,28.9,7.1,531.42
03-08-2021,CA,Hamilton,no2,96,0.4,12.8,4.6,81.57
05-08-2021,CA,Hamilton,no2,96,1.5,31.1,13.6,562.75
07-11-2021,CA,Hamilton,no2,96,1.6,23.2,6.4,277.59
01-08-2021,CA,Hamilton,no2,96,0.2,9.7,2.1,17.07
25-01-2021,CA,Hamilton,no2,94,2.4,40.5,22.5,648.08
29-01-2021,CA,Hamilton,no2,96,1.8,29,7.3,354.7
26-02-2021,CA,Hamilton,no2,93,2.4,39.8,12,1062.04
23-03-2021,CA,Hamilton,no2,95,4.1,49.5,36.8,1691.83
22-05-2021,CA,Hamilton,no2,96,0.6,20.7,4.8,140.13
02-06-2021,CA,Hamilton,no2,96,1.1,39.3,15.8,929.96
13-07-2021,CA,Hamilton,no2,95,0.1,22.7,4,294.69
28-11-2021,CA,Hamilton,no2,96,4.7,24.5,13.8,195.83
05-02-2021,CA,Hamilton,no2,96,2.1,17.1,4.6,70.74
16-02-2021,CA,Hamilton,no2,96,2.1,17.4,7.4,91.3
16-03-2021,CA,Hamilton,no2,95,1.4,18.9,6.9,205.95
08-04-2021,CA,Hamilton,no2,94,2.6,31.9,11.9,494.96
06-06-2021,CA,Hamilton,no2,96,0.5,8.2,3.7,27.93
23-06-2021,CA,Hamilton,no2,96,0.9,16,5.4,149.42
20-09-2021,CA,Hamilton,no2,92,1.2,18.9,10.5,180.94
07-01-2021,CA,Hamilton,no2,96,2.4,31.8,6.2,385.58
27-01-2021,CA,Hamilton,no2,96,2.7,33.8,7.1,320.09
02-05-2021,CA,Hamilton,no2,94,1,26.7,8.9,520.75
25-06-2021,CA,Hamilton,no2,96,1.3,25.8,4.5,231.02
13-11-2021,CA,Hamilton,no2,96,0.2,5.9,3.2,20.16
13-02-2021,CA,Hamilton,no2,96,1.5,32.5,14.1,461.38
16-09-2021,CA,Hamilton,no2,96,1.2,24.2,11.4,310.63
18-05-2021,CA,Hamilton,no2,96,0.8,31.2,8.9,387.26
09-01-2021,CA,Hamilton,no2,96,3.5,32.3,10.4,699.48
07-02-2021,CA,Hamilton,no2,96,1.2,23.4,6.2,162.69
17-02-2021,CA,Hamilton,no2,96,2.8,31.3,11.6,364.71
18-02-2021,CA,Hamilton,no2,96,2.4,36.1,11.4,792.88
22-02-2021,CA,Hamilton,no2,94,3.5,46,8,1155.56
06-03-2021,CA,Hamilton,no2,96,0.1,21.6,3.9,147.29
28-04-2021,CA,Hamilton,no2,95,2.5,38.5,16.7,701.96
28-05-2021,CA,Hamilton,no2,96,0.8,22.3,4.1,175.94
17-06-2021,CA,Hamilton,no2,88,0.1,18.8,4.8,172.7
25-10-2021,CA,Hamilton,no2,23,4,10,7.3,29.78
12-11-2021,CA,Hamilton,no2,96,0.2,29.3,4.2,273.73
04-12-2021,CA,Hamilton,no2,95,0.1,23.7,5.1,380.14
27-11-2021,CA,Hamilton,no2,94,0.1,12.5,4.1,52.02
04-04-2021,CA,Hamilton,no2,94,3.9,35,12.7,761.37
31-05-2021,CA,Hamilton,no2,93,1.4,27.6,7,293.77
24-06-2021,CA,Hamilton,no2,96,0.8,21.3,4,165.55
26-06-2021,CA,Hamilton,no2,93,0.2,21.3,2.2,80.5
26-07-2021,CA,Hamilton,no2,93,0.3,21.3,6.2,207.23
04-08-2021,CA,Hamilton,no2,95,1.3,27,8.5,398.27
01-10-2021,CA,Hamilton,no2,96,0.7,17.5,9.1,203.44
11-04-2021,CA,Hamilton,temperature,96,7,17,9.5,65.88
23-05-2021,CA,Hamilton,temperature,96,14,27.8,20.8,123.56
27-07-2021,CA,Hamilton,temperature,96,16.7,28.4,22,57.83
31-08-2021,CA,Hamilton,temperature,90,17,27.7,21.2,96.25
23-02-2021,CA,Hamilton,temperature,96,-0.9,5.2,2.2,29.56
27-02-2021,CA,Hamilton,temperature,96,-3.9,7.4,2,63.56
10-04-2021,CA,Hamilton,temperature,96,6,16.3,11.6,76.18
27-06-2021,CA,Hamilton,temperature,82,22.4,32,26,70.94
16-11-2021,CA,Hamilton,temperature,96,-0.1,7.7,2,46.66
08-01-2021,CA,Hamilton,temperature,96,-8.4,-0.6,-5.4,29.99
20-02-2021,CA,Hamilton,temperature,90,-7.7,0,-5.1,44.24
26-03-2021,CA,Hamilton,temperature,96,4.4,11.2,7,27.13
30-03-2021,CA,Hamilton,temperature,96,-1.6,21.3,15.2,609.28
20-04-2021,CA,Hamilton,temperature,95,-0.6,7,3.8,45.84
07-05-2021,CA,Hamilton,temperature,93,3.8,13.2,6.8,39.21
27-05-2021,CA,Hamilton,temperature,96,6.3,20.6,12.7,159.15
01-10-2021,CA,Hamilton,temperature,94,5.4,24.1,15.5,302.03
07-02-2021,CA,Hamilton,temperature,96,-14.5,-5.5,-8.8,58.27
12-03-2021,CA,Hamilton,temperature,96,-3.3,12.7,5,162.98
16-08-2021,CA,Hamilton,temperature,96,13.3,24.3,21.3,90.1
27-09-2021,CA,Hamilton,temperature,96,15.5,26.2,20,108.47
05-03-2021,CA,Hamilton,temperature,96,-9.4,3.1,-2.2,144.13
12-07-2021,CA,Hamilton,temperature,96,17.7,25.5,20,34.82
18-06-2021,CA,Hamilton,temperature,96,17,27,19.8,69.04
29-06-2021,CA,Hamilton,temperature,96,17,34.3,23.3,173.47
03-01-2021,CA,Hamilton,temperature,96,-1.1,2.2,0.5,7.62
04-03-2021,CA,Hamilton,temperature,96,-8.4,2.2,-1.8,95.16
05-09-2021,CA,Hamilton,temperature,94,17.9,27.8,20.1,80.16
05-02-2021,CA,Hamilton,temperature,96,-8.3,2,-3.3,117.99
12-02-2021,CA,Hamilton,temperature,96,-13.3,-7,-10,28.91
01-05-2021,CA,Hamilton,temperature,96,0.9,16.1,10.1,204.82
03-06-2021,CA,Hamilton,temperature,96,14,24.3,17.2,89.16
04-08-2021,CA,Hamilton,temperature,96,14,30.6,22,251.6
27-08-2021,CA,Hamilton,temperature,96,18.8,26.9,23,29.65
28-08-2021,CA,Hamilton,temperature,96,19.4,31.1,23.3,80.74
05-11-2021,CA,Hamilton,temperature,96,-2.5,11.3,3,169.53
02-03-2021,CA,Hamilton,temperature,96,-10.5,1.2,-4.9,148.85
17-04-2021,CA,Hamilton,temperature,96,2.5,14.1,7.5,98.98
23-11-2021,CA,Hamilton,temperature,96,-3.3,5.2,-0.3,50.15
30-12-2020,CA,Hamilton,temperature,96,-4.4,7,2.6,126.2
23-01-2021,CA,Hamilton,temperature,96,-9.4,-1.6,-6.1,27.72
16-04-2021,CA,Hamilton,temperature,96,3.8,9.2,5.8,18.61
01-11-2021,CA,Hamilton,temperature,96,4,11.6,6.6,32.27
05-06-2021,CA,Hamilton,temperature,96,19.4,33.1,25.5,150.18
30-08-2021,CA,Hamilton,temperature,96,18.7,30.9,23.4,107.56
04-09-2021,CA,Hamilton,temperature,94,14.5,27.6,20.2,144.46
09-09-2021,CA,Hamilton,temperature,86,13.5,21.5,17,53.8
02-10-2021,CA,Hamilton,temperature,94,11.2,28.3,19,199.04
03-12-2021,CA,Hamilton,temperature,75,0.1,3,1.6,7.17
20-01-2021,CA,Hamilton,temperature,96,-6.6,-1,-4.6,16.75
25-05-2021,CA,Hamilton,temperature,93,12.7,32.5,25.2,393.93
01-06-2021,CA,Hamilton,temperature,96,14.5,26.7,19.1,139.8
23-06-2021,CA,Hamilton,temperature,96,8.3,25.6,19,263.19
08-09-2021,CA,Hamilton,temperature,90,16.8,26.9,19.5,103.85
13-11-2021,CA,Hamilton,temperature,96,2.2,8,5,25.28
13-02-2021,CA,Hamilton,temperature,96,-13.8,-6.2,-9.4,44.79
